,datetime,city,state,country,shape,duration_(seconds),duration_(hours/min),comments,date_posted,latitude,longitude,month,year,year_month
46786,2013-05-14 21:30:00,florence,mt,us,light,300,5 minutes,3 pulsating red lights crossing the valley.,6/2/2013,46.6316667,-114.0780556,5,2013,2013-05
46787,2013-05-14 22:59:00,concord,nc,us,light,20,20 seconds,Looking at the moon in a NW direction.  I suddenly noticed to my right side in a NNE direction an extremly bright light.,5/15/2013,35.4086111,-80.5797222,5,2013,2013-05
46788,2013-05-14 23:00:00,carrollton,mo,us,circle,0,,Huge round light hovering above farm house.,6/2/2013,39.3583333,-93.4955556,5,2013,2013-05
46789,1949-05-15 06:30:00,grays,sc,us,light,300,2-5 min.,I am not sure of the exact date or time of this event but it took place in the early morning hours somtime in the late 40&#39s to early 50,10/31/2003,32.6736111,-81.0205556,5,1949,1949-05
46790,1951-05-15 03:00:00,fort sill,ok,,oval,1800,30 minutes,Flight Lights over Fort Sill?,4/16/2005,0,0.0,5,1951,1951-05
46791,1952-05-15 10:15:00,pittsburgh (110 mi. e of),pa,us,cylinder,0,30,Senior corporate pilot and company officers witness a peculiar object from the cockpit of a DC-3.,8/7/2007,40.4405556,-79.9961111,5,1952,1952-05
46792,1952-05-15 20:00:00,allyn,wa,us,disk,10800,3 hrs.,Close encounter involving physical examination in unknown craft.,8/16/2002,47.3858333,-122.8263889,5,1952,1952-05
46793,1953-05-15 16:00:00,toronto (canada),on,ca,disk,30,20-30 sec,3 discs in formation flipping into clouds and descending  out of them.,12/19/2003,43.666667,-79.416667,5,1953,1953-05
46794,1954-05-15 12:00:00,corvallis (near; small town of alsea),or,us,diamond,120,1-2 mins.,Disc top&#44 or bottom to our view following&#44 west to east&#44 a 4 engine (prop) maybe a Tri Star (three rudders) About 1/2 way across our vi,1/28/1999,44.5647222,-123.2608333,5,1954,1954-05
46795,1955-05-15 03:00:00,warrington,fl,us,fireball,300,5 minutes,fireball into pensacola bay,2/1/2007,30.3838889,-87.275,5,1955,1955-05
46796,1956-05-15 20:00:00,pine castle afb,fl,,light,2700,45 min,A large white light travelling slow and then at a great speed from low to great height in seconds no sound,4/16/2005,28.189909,-80.600547,5,1956,1956-05
46798,1959-05-15 04:00:00,evanston,il,us,unknown,1200,20 minutes,Distant craft in the same part of the sky for 3 nights&#44 seen by a group,10/31/2003,42.0411111,-87.69,5,1959,1959-05
46799,1960-05-15 18:00:00,terre haute,in,us,other,300,5 min.,Light Bar in Clouds UFO,9/19/2002,39.4666667,-87.4138889,5,1960,1960-05
46801,1961-05-15 04:00:00,parris island,sc,,changing,0,unknown,Parris Island&#44 S.C. boot camp&#44 UFO &#33,7/16/2006,32.328746,-80.69479,5,1961,1961-05
46802,1962-05-15 21:00:00,acoma,nm,,cylinder,1800,30min.,On this date my Mother and cousin and I were traveling west on the interstate40 &#44between albuquerque and the lava fields outside acoma.,1/28/1999,0,0.0,5,1962,1962-05
46803,1962-05-15 21:00:00,toms river,nj,us,disk,180,3 minutes,Round&#44 dark disk shaped object with lights all around it softly whirred by&#44 hovering overhead for a few moments and then moved on.,7/13/2005,39.9536111,-74.1983333,5,1962,1962-05
46804,1962-05-15 21:30:00,pittsburg,ok,us,changing,30,20-30 secs.,Large&#44 red light&#44 flanked by smaller red lights that appeared to change shape,3/11/2006,34.7130556,-95.8497222,5,1962,1962-05
46805,1963-05-15 07:00:00,new york city (brooklyn),ny,us,other,600,10 minutes,SILENT&#44 SUSPENDED WATER TOWER APPEARS OVER HOUSES IN SEA GATE&#44 BROOKLYN&#44 NEW YORK,11/28/2007,40.7141667,-74.0063889,5,1963,1963-05
46806,1963-05-15 14:00:00,towson,md,us,oval,20,20 seconds,Bright&#44 rapidly moving object moving from east to west that reflected the sun as it made a slight turn to the Southwest.,3/21/2003,39.4013889,-76.6022222,5,1963,1963-05
46807,1963-05-15 22:00:00,tishimingo,ok,,changing,10800,3 hours,Many campers saw maneuvering lights for hours in southern Oklahoma.,4/12/2013,34.236205,-96.678613,5,1963,1963-05
46808,1964-05-15 10:15:00,hardwick,vt,us,disk,300,5 min,3 Saucers seen flying in formation in a southern direction&#44 sighting lasted about 5 minutes by 2 people...,11/20/2001,44.5047222,-72.3686111,5,1964,1964-05
46809,1964-05-15 12:00:00,texarkana (outside city limits),ar,us,disk,300,05 minutes,Saw very large flying object resting on ground on country road in middle of clear day.,9/28/2002,33.4416667,-94.0375,5,1964,1964-05
46810,1964-05-15 15:00:00,covina,ca,us,cigar,300,5 min.,SLOWLY ROTATING CIGAR SHAPED METALLIC &#44DAYLIGHT LOW ALTITUDE OBJECT,4/30/2004,34.0900000,-117.8894444,5,1964,1964-05
46811,1964-05-15 15:00:00,covina/west covina,ca,,cigar,600,10 min.,Verification of tumbling UFO over Covina Ca. on 5-15-64,8/27/2009,34.099398,-117.906066,5,1964,1964-05
46812,1965-05-15 07:30:00,burlington,wa,us,disk,300,5 minutes,One morning waiting for the school bus&#44my brothers and cousins noticed a silver disc in the clear sky.It seemed motionless for the firs,6/18/2004,48.4758333,-122.3241667,5,1965,1965-05
46813,1965-05-15 14:00:00,gadsden,al,us,sphere,45,45 sec. aprox.,Blue ball drifted down to within reach&#44 backed away as I reached then shot away after I reached again.,1/21/2008,34.0141667,-86.0066667,5,1965,1965-05
46814,1965-05-15 15:00:00,la mesa,ca,us,disk,120,2 minutes,Sighting in La Mesa&#44CA  &#160;,6/12/2008,32.7677778,-117.0222222,5,1965,1965-05
46815,1966-05-15 17:00:00,nanakuli,hi,us,disk,360,5-6 mins,Flying saucers hovering above our house... I&#39ll remember for the rest of my life&#33,6/12/2008,21.3905556,-158.1547222,5,1966,1966-05
46816,1966-05-15 22:00:00,mentone,al,us,egg,10,10 seconds,Both objects skirted the top of the ridge&#44 keeping equi-distant with each other; traveling very fast.,7/25/2004,34.5794444,-85.5905556,5,1966,1966-05
46818,1967-05-15 00:50:00,kent,wa,us,disk,480,8 minutes,First it was clear&#44 like glass&#44 than it turned to metal&#44 purple and silver mixing&#44 and than solid silver.,2/25/2003,47.3811111,-122.2336111,5,1967,1967-05
46819,1967-05-15 19:30:00,gainesville,fl,us,triangle,300,3-5 minutes,An equilateral triangle with a red glowing light on each corner (one each corner--three total. solid sillouette dark shape about the si,4/2/1999,29.6513889,-82.325,5,1967,1967-05
46820,1967-05-15 20:00:00,belvedere,ca,us,teardrop,10,approx. 10 seconds,Teardrop outlined in white light with three white circular lights inside other wise dark  interior of tear shape.,1/17/2004,37.8727778,-122.4633333,5,1967,1967-05
46821,1967-05-15 20:00:00,palm wells,ca,us,formation,600,10 minutes,small lighted spheres apparently hovering just above the ground; about a quarter mile away,12/3/2004,34.0777778,-116.5386111,5,1967,1967-05
46822,1967-05-15 23:00:00,monroe,la,us,light,60,1 minute,My cousin&#39s husband abd I were night fishing and saw a single light looking like a large star moving across the night sky at a pretty g,10/30/2006,32.5091667,-92.1191667,5,1967,1967-05
46824,1968-05-15 18:00:00,st. louis,mo,us,oval,300,5min,1968 sighting south st louis county &#44 other people witness .5 min  new 255 and lemay ferry rd,2/14/2008,38.6272222,-90.1977778,5,1968,1968-05
46825,1968-05-15 19:50:00,stevens point,wi,us,sphere,600,10 minutes,Stationary&#44 metallic sphere with dark central spot seen high in northern sky,2/18/2001,44.5236111,-89.5744444,5,1968,1968-05
46827,1968-05-15 20:30:00,jones,mi,us,oval,1200,20 minutes,A black disc/oval shaped object was seen going directly up.,6/2/2013,41.9025000,-85.7994444,5,1968,1968-05
46828,1968-05-15 21:00:00,provo,ut,us,sphere,300,5 minutes,fiery yellow-white orb hovered just above the ground in back yard of home just west of I-15 in Provo&#44 Utah,3/6/2001,40.2338889,-111.6577778,5,1968,1968-05
46831,1969-05-15 14:00:00,st. louis,mo,us,cigar,120,2min,1969 forest park &#44 cigar &#44  brownish gray color     went of to the west,2/14/2008,38.6272222,-90.1977778,5,1969,1969-05
46832,1969-05-15 20:00:00,dallas,tx,us,light,60,1 minute,A light came toward us and stopped directly overhead.  It stayed there a couple seconds then shot off very fast.  No noise.,4/15/2000,32.7833333,-96.8,5,1969,1969-05
46833,1969-05-15 20:00:00,wilshire (405 freeway&#44 northbound to),ca,,sphere,60,1 minute,Remember a sphere shape of pale orange&#44 yellow color just hovering over the city.,8/5/2001,0,0.0,5,1969,1969-05
46834,1970-05-15 16:00:00,kansas city,mo,us,light,10,ten seconds,A brilliant&#44 greenish light that suddenly appeared within a grey cloud overhead.,5/14/2002,39.0997222,-94.5783333,5,1970,1970-05
46835,1970-05-15 22:00:00,galt (canada),on,ca,disk,900,15 minutes,Craft hoovering over trees,3/19/2009,43.35,-80.3,5,1970,1970-05
46837,1971-05-15 16:00:00,cowpen,sc,,cone,1200,10 to 20 ? min,ROUND CONE SHAPED DISC WITH LIGHTS AROND EDGES. 500 Lights On Object0: Yes,3/4/2008,0,0.0,5,1971,1971-05
46840,1972-05-15 22:00:00,schaumburg,il,us,oval,0,ufo land in backyard,UFO Lands In Mrs Larson&#39s Backyard,1/31/2004,42.0333333,-88.0833333,5,1972,1972-05
46841,1973-05-15 01:30:00,tacoma,wa,us,sphere,120,1 to 2 min,No noise and hovering Close to Air Base,4/16/2005,47.2530556,-122.4430556,5,1973,1973-05
46842,1973-05-15 22:00:00,chugiak,ak,us,rectangle,120,several minutes,Black oblong boxes&#44 connected by what looked like a hose&#44 silently floating at tree top level with no lights about the size of big rigs,9/4/2003,61.3888889,-149.4819444,5,1973,1973-05
46843,1974-05-15 00:00:00,jackson,ms,us,unknown,1800,20-30 minutes,I was followed at close range by an object with 3 very bright lights near Jackson&#44 Miss.,12/2/2000,32.2986111,-90.1847222,5,1974,1974-05
46844,1974-05-15 01:30:00,esopus,ny,us,other,5,5 seconds,Aqua-Blue orb moving north&#44northeast in the Hudson Valley Mid May 1974 at high rate of speed,4/16/2005,41.8277778,-73.9655556,5,1974,1974-05
46845,1974-05-15 13:00:00,bristow,ok,us,cigar,300,5 minutes,Large&#44 drab color&#44 enormous&#44 cigar shaped&#44 no appendages on craft. Moving at moderately fast speed&#44 (faster than any blimp could}. trav,12/19/2003,35.8305556,-96.3908333,5,1974,1974-05
46846,1974-05-15 15:15:00,howard beach,ny,us,disk,30,about 15 to 30 seconds,A daylight disk was sighted over Queens county of New York City in the spring of 1974.,8/5/2001,40.6577778,-73.8366667,5,1974,1974-05
46847,1974-05-15 20:00:00,atlanta,ga,us,disk,300,3-5 minutes,We saw a silent&#44 saucer-shaped craft with 4 porthole-size lights blinking in sequence left to right&#44 blue&#44 white&#44 red and yellow.,10/12/2001,33.7488889,-84.3880556,5,1974,1974-05
46848,1974-05-15 20:30:00,smyrna,ga,us,disk,120,1-2 min,We saw a disc-shaped object with a row of blinking lights traverse the sky silently&#44 rapidly&#44 and repeatedly.,3/21/2003,33.8838889,-84.5144444,5,1974,1974-05
46849,1974-05-15 21:00:00,aurora,or,us,disk,120,2 minutes,Flying Saucer hovers above car.,2/18/2001,45.2311111,-122.7547222,5,1974,1974-05
46850,1974-05-15 21:00:00,passaic,nj,us,cigar,1800,30 minutes,We thought it was we were looking at a sky full of stars...until they all started to move....,9/2/2005,40.8566667,-74.1288889,5,1974,1974-05
46851,1975-05-15 01:00:00,little rock,ar,us,cigar,120,2:00,I came to a four way stop sign headed east&#44 I looked to my left and noticed something in the sky&#44 low moving fast about in a 15 degree,4/15/2000,34.7463889,-92.2894444,5,1975,1975-05
46852,1975-05-15 13:00:00,denton,tx,us,other,120,2 minutes,bright red&#44 heart shaped vehicle flying above tree tops mid-afternoon on a clear&#44 sunny day day,8/5/2009,33.2147222,-97.1327778,5,1975,1975-05
46853,1975-05-15 16:00:00,pomeroy,wa,us,disk,1200,20 min,saucer shaped very white.,4/28/2001,46.4750000,-117.6016667,5,1975,1975-05
46854,1975-05-15 20:00:00,lithia springs,ga,us,disk,300,5 min,A friend and i were riding down by the chattahoochee river right at dusk(on lower river road). When i saw a light off in the distance .,9/4/2003,33.7938889,-84.6605556,5,1975,1975-05
46856,1976-05-15 19:00:00,hydes,md,us,changing,1200,20min.,this craft was 1000ft. in diameter. when it came over us&#44 it stopped and then split into 4 wedge shapped craft. it split into 4&#44 then l,6/23/1999,39.4838889,-76.4936111,5,1976,1976-05
46857,1977-05-15 00:00:00,salem,or,us,cigar,900,15 minutes,Slowly moving cigar-shaped object with unusual flashing lights seen in Salem&#44 OR in 1970&#39s.,7/1/2002,44.9430556,-123.0338889,5,1977,1977-05
46859,1977-05-15 08:00:00,elmont,va,us,disk,240,4 minutes,silver disk near Elmont Elementary School in 1977,8/4/2003,37.7111111,-77.4927778,5,1977,1977-05
46860,1977-05-15 23:00:00,minneapolis,mn,us,unknown,600,10 min. +,The red and green lights were in a triangular configuration and just hovered above the airport with no sound,4/16/2005,44.9800000,-93.2636111,5,1977,1977-05
46861,1979-05-15 01:00:00,wordens pond road,ri,,disk,900,15 min,A bright light appeared over the trees while driving home and  changed colors soon after that&#44.,2/22/2002,41.430707,-71.585265,5,1979,1979-05
46862,1979-05-15 02:00:00,albuquerque,nm,us,circle,60,1 minute,Near encounter (100 feet) for 1 minute.,7/14/2013,35.0844444,-106.6505556,5,1979,1979-05
46863,1979-05-15 14:30:00,sanderville,ms,,oval,240,4 mintues,Oval shap&#44(like a basket ball) dull grey color&#44 that made no sounds.,12/7/2006,31.786548,-89.032276,5,1979,1979-05
46864,1979-05-15 20:00:00,omaha,ne,us,triangle,30,30 sec,Silvery&#44 triangular objects at low altitude.,7/23/2000,41.2586111,-95.9375,5,1979,1979-05
46865,1979-05-15 20:30:00,san antonio,tx,us,other,7200,2 hours,in the backyard. I looked up and saw what I thought was a falling star.  It came to a stop and hovered.  Then it moved again. Then we n,1/28/1999,29.4238889,-98.4933333,5,1979,1979-05
46866,1980-05-15 01:00:00,hat creek,ca,us,rectangle,7200,2hr,Do not have a clue what took place with my friend and I,3/11/2003,40.8305556,-121.5125,5,1980,1980-05
46867,1980-05-15 16:00:00,eureka,ca,us,cigar,120,2 minutes?,Rode the schoolbus with friend Joel to his house after school. When we stepped off the bus&#44 we saw a shining craft in the sky&#44 an elong,3/2/2004,40.8022222,-124.1625,5,1980,1980-05
46868,1980-05-15 17:40:00,yonkers,ny,us,triangle,180,3min,Moved slowly over rooftops in early evening&#44,10/20/2005,40.9311111,-73.8991667,5,1980,1980-05
46870,1980-05-15 20:00:00,oklahoma city,ok,us,changing,300,5 minutes,Unusual spacecraft 15 feet above me.  Did not hover&#44 it was stationary&#44 solid matter&#44 as though it were a solid fixture.,8/24/2010,35.4675000,-97.5161111,5,1980,1980-05
46871,1980-05-15 20:00:00,oklahoma city,ok,us,changing,300,5 minutes,Unusual spacecraft 15 ft obove me.  Stationary&#44 solid matter.  Did not hover.,4/16/2005,35.4675000,-97.5161111,5,1980,1980-05
46872,1980-05-15 22:00:00,st. cloud,mn,us,other,180,3 minutes,Saturn shaped U.F.O.,12/20/2012,45.5608333,-94.1622222,5,1980,1980-05
46873,1981-05-15 02:00:00,twenty nine palms,ca,,light,0,29 palms usmc,I was on guard duty on a motor pool late at night when i and a number of the marines that were around the area saw jeep start up by its,12/9/2003,34.135558,-116.054169,5,1981,1981-05
46874,1981-05-15 16:00:00,grass valley,ca,us,cigar,5,3-5 sec,Grass Valley CA&#44 early 80&#39s - Silvery silent slow-flying torpedo-shaped UFO seen over tree-tops.,11/16/2002,39.2191667,-121.06,5,1981,1981-05
46875,1982-05-15 04:30:00,tullahoma,tn,us,oval,900,15 min,Reddish orange oval object that hovered over and dipped in front of my car during the 15 minute drive into town,4/27/2007,35.3619444,-86.2094444,5,1982,1982-05
46876,1982-05-15 16:00:00,detroit,mi,us,triangle,900,15 min,It moved like no other flying planes I&#39ve ever seen with quick and sharp movements&#44 had not sound.,11/21/2010,42.3313889,-83.0458333,5,1982,1982-05
46878,1982-05-15 20:00:00,west reno (out on old hwy 40),nv,us,other,60,1 minute,Loud boom&#44 so loud shook house. Went outside to see what happened. Saw hole in sky cover perfect circle. Moon in center of circle&#44full,3/7/1998,39.5297222,-119.8127778,5,1982,1982-05
46879,1983-05-15 00:00:00,roslyn,ny,us,disk,180,3 minutes,Spacecraft hovering with bluish lights from rectangular windows ( 8 ) enormous in size - quiet - peaceful,3/10/2011,40.7997222,-73.6513889,5,1983,1983-05
46880,1983-05-15 19:30:00,willits,ca,us,diamond,90,1.50 min.,Saw dark diamond shaped UFO for 1 and a half minutes at tree top level.,4/27/2007,39.4097222,-123.3544444,5,1983,1983-05
46881,1984-05-15 16:00:00,cleveland,ga,us,other,600,10 min,didnt seam to fly on air / had speed of light,6/4/2004,34.5969444,-83.7633333,5,1984,1984-05
46882,1984-05-15 18:45:00,flower mound,tx,us,disk,10,10 seconds,The glowing disc came from the South in the evening sky and silently moved North at a high rate of speed.,2/25/2003,33.0144444,-97.0966667,5,1984,1984-05
46883,1984-05-15 23:00:00,winchester,va,us,circle,6,6 seconds,I spent many hours looking at stars as preparation for navigation with a sailboat using a sextant,7/5/1999,39.1855556,-78.1636111,5,1984,1984-05
46884,1985-05-15 02:00:00,watson lake (canada),yk,ca,disk,600,10 min.,Prof. trucker sees 150&#39 disc w/ &quot;fluorescent orange&quot; overtake him&#44 stop.  He shines light on it&#44 calls w/ CB.  Obj. rose&#44 disappeared.,9/6/2002,60.116667,-128.8,5,1985,1985-05
46885,1985-05-15 17:00:00,beaver damm,wi,,cigar,1200,20 minuters,I saw craft hovering&#44 then a cloud of smoke and then it was gone.  I was a teenager iceing on Beaver Dam Lake.,6/12/2008,43.457769,-88.837329,5,1985,1985-05
46886,1985-05-15 20:00:00,clarksburg,wv,us,circle,120,2 minutes,Large Disc hovering over a National Guard Armoy for 2 minutes then gone.,10/11/2005,39.2805556,-80.3447222,5,1985,1985-05
46887,1985-05-15 22:00:00,tempe,az,us,sphere,1200,20+min,Unexplained light cast into otherwise dark area blasts out of sight.,12/12/2011,33.4147222,-111.9086111,5,1985,1985-05
46888,1986-05-15 02:00:00,midwest city,ok,us,unknown,180,approx. 3 minutes,This object was seen at night hovering over a building at a local Air Force Base in Oklahoma,3/17/2004,35.4494444,-97.3963889,5,1986,1986-05
46889,1986-05-15 08:00:00,jefferson,co,us,sphere,10800,2-3 hrs,saw a bright red sphere moving slowly from west to east on the north of our campsite.,9/13/2002,39.3772222,-105.8,5,1986,1986-05
46890,1986-05-15 17:40:00,new york city (manhattan),ny,us,chevron,2400,40 mins,Metallic UFO over Upper Manhattan,10/20/2005,40.7141667,-74.0063889,5,1986,1986-05
46891,1986-05-15 20:30:00,winona (canada),on,,chevron,45,45 sec,overflight of strange (stealth) craft,12/19/2003,0,0.0,5,1986,1986-05
46893,1986-05-15 22:00:00,tompkinsville,ky,us,triangle,20,20 seconds,Large L-shaped or triangle object&#44 no lights&#44passed low overhead&#44 no sound. Structure underneath.,2/16/2000,36.7022222,-85.6916667,5,1986,1986-05
46894,1987-05-15 00:30:00,las vegas,nv,us,oval,120,2 mins,Las Vegas  Orbs display &quot; V&quot;  ariel perfomance in early morning sky,8/5/2001,36.1750000,-115.1363889,5,1987,1987-05
46895,1987-05-15 23:00:00,island lake,il,us,light,0.01,milliseconds,4 red laser like lines,1/12/2012,42.2761111,-88.1919444,5,1987,1987-05
46896,1987-05-15 23:00:00,temple,tx,us,cigar,120,2 minutes,cigar shaped ufo seen in Temple,7/5/2005,31.0980556,-97.3425,5,1987,1987-05
46897,1988-05-15 00:00:00,cambridge (canada),on,ca,sphere,180,3 minutes,Orange sphere flew over head that was completely silent&#44 and made two perfect 90 degree turns,3/2/2004,43.383333,-80.316667,5,1988,1988-05
46898,1988-05-15 08:00:00,allison park,pa,us,sphere,120,2 minutes,glowing red shapeshifting ball sighted early morning,4/13/2010,40.5594444,-79.9588889,5,1988,1988-05
46899,1988-05-15 15:00:00,edgewood,md,us,sphere,45,45 seconds,Edgewood&#44 MD boy sees a chrome sphere move laterally across sky and change directions near the Edgewood Arsenal Army base.,1/3/2001,39.4186111,-76.2947222,5,1988,1988-05
46900,1988-05-15 21:00:00,kendallville,in,us,triangle,900,10-15 minutes,Huge&#44 black&#44 triangular shaped craft. Made no sound &amp; had mercurial lights that changed color.,12/20/2012,41.4413889,-85.265,5,1988,1988-05
46901,1989-05-15 01:00:00,louisiana,la,,triangle,300,5 min.,I was hitch hicking.  It was late and I walked off the main highway on a paved road that ran perpendicular.  I had walked about half a,5/15/2006,30.984298,-91.962333,5,1989,1989-05
46902,1989-05-15 01:00:00,malvern,ar,us,triangle,600,5-10 minutes,Observed bright light approaching from west&#44 drawing closer proved to be 3 separate lights on triangular craft&#44 which passed directly o,1/11/2002,34.3622222,-92.8127778,5,1989,1989-05
46903,1989-05-15 02:00:00,tyler,tx,us,light,0,,The Abduction of a Little Girl,2/25/2003,32.3511111,-95.3008333,5,1989,1989-05
46904,1989-05-15 14:00:00,hooksett,nh,us,unknown,180,2-3 minutes,A strange&#44 hovering craft making sharp turns.,8/28/2002,43.0966667,-71.4655556,5,1989,1989-05
46905,1989-05-15 20:00:00,interstate 40,az,,circle,300,5 minutes,UFO low and slow eastbound over I-40 between Flagstaff and Albuquerque,2/1/2007,35.21653,-114.038764,5,1989,1989-05
46906,1989-05-15 21:30:00,barneveld,ny,us,triangle,14400,4hrs.,large tringular object in the sky over my home,8/5/2001,43.2722222,-75.1902778,5,1989,1989-05
46907,1989-05-15 21:30:00,manassas,va,us,triangle,10,7-10 seconds,3 lights in triangle shape or form silently zipps over Manassas&#44 VA,2/1/2007,38.7508333,-77.4755556,5,1989,1989-05
46908,1989-05-15 22:00:00,ridgecrest,ca,us,fireball,10,10 seconds,Fireball object SouthWest of Ridgecrest&#44 CA&#44 drops below hills and disappears.,8/16/2002,35.6225000,-117.67,5,1989,1989-05
46909,1989-05-15 22:30:00,kent,ct,us,chevron,120,2 minutes,Huge&#44 soundless&#44 V shaped craft seen in Kent&#44CT.,11/20/2002,41.7247222,-73.4775,5,1989,1989-05
46910,1990-05-15 13:35:00,canton,oh,us,circle,10,10sec.,What is that mirror like ball in the sky?,12/2/2000,40.7988889,-81.3786111,5,1990,1990-05
46911,1990-05-15 17:50:00,tioga,la,us,cigar,0,10,Cigar shaped object hovering approximately 100 feet in 30 knot wind making no sounds.,2/14/2008,31.3869444,-92.4255556,5,1990,1990-05
46912,1990-05-15 19:30:00,raymond/epping,nh,,oval,1800,30 minutes,Oval shaped craft emitting white light as if scanning the ground.,1/11/2002,43.031346,-71.147355,5,1990,1990-05
46913,1990-05-15 20:00:00,west point,ny,,triangle,180,3 minutes,Large&#44 slow craft cirlces over West Point&#44 NY&#44 in late spring of 1990.,5/15/2006,0,0.0,5,1990,1990-05
46914,1991-05-15 04:05:00,sparwood (canada),bc,,light,360,5-6 minutes,I observed  three stationary interconected lights that changed intensity and made several right angle movements before moving off.,12/16/2005,49.731705,-114.887624,5,1991,1991-05
46915,1991-05-15 09:41:00,central texas,tx,,light,0,,Mother relates story of helicopters observing circle of blue lights on ground.My mother told me this story a few years ago and I ju,3/7/1998,31.37732,-97.066979,5,1991,1991-05
46916,1992-05-15 03:00:00,swanton,oh,us,light,60,1 minute,A strange&#44 faint&#44 pulsating point of light was observed heading very slowly south amongst the stars in the night sky.,8/20/2001,41.5886111,-83.8911111,5,1992,1992-05
46917,1992-05-15 15:00:00,willow grove,pa,us,cone,5,5 seconds,A fairly large&#44 gray&#44 metallic object&#44 cone-shaped with a flat&#44 circular bottom spotted in the sky over Willow Grove.,3/19/2002,40.1438889,-75.1161111,5,1992,1992-05
46918,1992-05-15 21:00:00,columbus,oh,us,light,0,not sure,Light changing color in accordance with the traffic light.,3/16/2000,39.9611111,-82.9988889,5,1992,1992-05
46919,1992-05-15 22:00:00,montrose,pa,us,circle,240,roughly 4 minutes,white light,9/13/2002,41.8338889,-75.8775,5,1992,1992-05
46920,1993-05-15 02:30:00,florence,ms,us,fireball,5,5 sec,green fireball w/long tail came straight down&#44 when object reached horizon&#44 was big flash like a huge explosion lit the whole sky for 1,11/20/2002,32.1533333,-90.1311111,5,1993,1993-05
46921,1993-05-15 17:30:00,branford,ct,us,diamond,600,10 minutes,Two objects with alternating blinking red lights move toward each other and forms a single object with four lights that speeds away.,1/11/2002,41.2794444,-72.8155556,5,1993,1993-05
46922,1993-05-15 17:30:00,whittier,ca,us,light,1200,20 minutes,I was sitting on the steps out in the front of the building&#44 and I looked up at the sky and saw between 15-20 glowing red balls of ligh,5/12/2009,33.9791667,-118.0319444,5,1993,1993-05
46924,1993-05-15 21:00:00,barbers point nas,hi,,fireball,10,8-10 seconds,Large&#44 bright&#44 silent fireball with a tail moving from east to west disappeared behind Makakilo hill,11/20/2013,21.307222,-158.070278,5,1993,1993-05
46926,1994-05-15 14:00:00,portland,or,us,sphere,600,10 minutes,While in light aircraft observed object below and behind follow in a race track holding pattern. Observed changes in heading altitude a,1/28/1999,45.5236111,-122.675,5,1994,1994-05
46927,1994-05-15 15:30:00,zebulon,nc,us,other,120,about 2 minutes,Gigantic flat black ship with molded rooms on bottom and tubes leading to each room seen in Zebulon&#44 North Carolina.,4/16/2005,35.8241667,-78.315,5,1994,1994-05
46928,1994-05-15 16:00:00,elkhart,in,us,sphere,90,1 to 1.5 minutes,I saw 6 spherical objects&#44 silver or chrome in color. They were circling around eachother very close and at a high rate of speed.,4/2/1999,41.6819444,-85.9766667,5,1994,1994-05
46929,1994-05-15 17:00:00,el centro,ca,us,triangle,600,10 mins,Huge triangle being followed by an F-16 in the california desert..,1/10/2009,32.7919444,-115.5622222,5,1994,1994-05
46930,1994-05-15 18:10:00,fallon,nv,us,light,45,45 seconds,USN trained weather observer sighted 3 &quot;solid&quot; colored lights&#44 two red&#44 one white&#44 moving south to north silently and periodically&quot;rock,3/7/1998,39.4736111,-118.7763889,5,1994,1994-05
46931,1994-05-15 21:15:00,munds park (west of),az,us,chevron,1200,appox. 20 min.,V-shaped w/ 5 amber colored lights on the bottom,9/6/2002,34.9455556,-111.6394444,5,1994,1994-05
46932,1994-05-15 22:00:00,saskatoon (canada),sk,ca,light,7200,2 hours,streams of light and triangular lights seen over Saskatoon&#44 SK.,10/31/2003,52.133333,-106.666667,5,1994,1994-05
46934,1995-05-15 00:00:00,normal,il,us,triangle,1500,25 minutes,Large hovering triangle UFO seen at close distance&#44 object followed us home&#44,11/21/2010,40.5141667,-88.9905556,5,1995,1995-05
46935,1995-05-15 03:30:00,kalama,wa,us,other,0,pm,In a tree farm I was doing studies. My brother and I were Taking several pictures. We heard no noise saw nothing. When I got my film ba,1/28/1999,46.0086111,-122.8433333,5,1995,1995-05
46936,1995-05-15 04:00:00,geneva,oh,us,sphere,0,,An unusual bright white sphere follows an uneasy driver,8/1/2003,41.8050000,-80.9483333,5,1995,1995-05
46937,1995-05-15 04:30:00,sage,ca,us,fireball,0,,a ball of light&#44 that fell from the sky&#44 suddenly so bright&#44 and big&#44 then nothing&#44,5/15/2006,33.5816667,-116.9313889,5,1995,1995-05
46938,1995-05-15 10:30:00,portland,or,us,unknown,300,5 min.,Man repts. seeing silver flash&#44 then sees silver&#44 shiny craft w/ thin fuselage&#44 but no wings&#33  Drifted off&#44 disappeared from sight.,11/2/1999,45.5236111,-122.675,5,1995,1995-05
46939,1995-05-15 12:30:00,w. chicago,il,,unknown,900,15 min.,Woman repts. stationary obj. in sky.  Looks round&#44 possibly reflecting sunlight.  Started moving&#44 then &quot;just disappeared.&quot;,11/2/1999,41.884751,-88.203961,5,1995,1995-05
46940,1995-05-15 15:00:00,st. bonifacious,wi,,light,900,15 min,Orbs over Minnetonka&#44 MN,2/1/2007,0,0.0,5,1995,1995-05
46941,1995-05-15 16:15:00,n. seattle,wa,,unknown,30,30 sec.,Woman gets very good view of bizarre obj. moving across sky very fast.  Second sighting over Seattle in recent months.,11/2/1999,47.71702,-122.300934,5,1995,1995-05
